book,book_class,slice_id,content
1,early,10,nu hvor livet gik på hæld følte han at det var både nyttigere og behageligere at dele den med sit eget afkom en fornem sjællænder ved navn ring mente nu at den ene af dem var for ung til posten den anden efterhånden udslidt og under påskud af at begge havde en alder der gjorde dem uegnede til tronen kaldte han størstedelen af danskerne til oprør for som han sagde den ene var en grønskolling den anden senil og derfor var de begge utilregnelige og ude af stand til at regere men han led et tilintetgørende nederlag til dem og blev derved selv et bevis på at mod og styrke kan trives alle aldre af sider saxo saxos danmarks historie kong gram udførte adskillige andre store bedrifter engang havde han erklæret finnernes kong sumble krig men samme øjeblik han fik kongens datter signe at se lod han sværdet synke forvandlede sig fra fjende til frier og aftalte ægteskab med hende mod at love at han ville lade sig skille fra sin hustru men senere da han havde hænderne fulde af den krig han førte oppe norge mod kong svibdag der havde voldtaget hans søster og datter fik han besked om at sumble havde brudt aftalen og lovet hende bort til kong henrik af sachsen stedet nu betød pigen mere for ham end hans egne krigere så han efterlod hæren hvor den var og fór af sted til finland uden at sige et ord til nogen brylluppet var allerede fuld gang
1,early,11,da han nåede frem men han klædte sig elendige pjalter og satte sig til bords på en af de usleste pladser da de spurgte ham hvad han kunne bidrage med svarede han at han kendte til lægekunst til sidst da alle var ravende fulde fæstnede han sit blik på pigen og midt larmen og lystigheden lod han sin harme få frit løb et digt hvor han bandede alle kvinder langt væk for deres troløshed og hævede sin egen tapperhed til skyerne otte mod én skræmte det mig alle fik dødens pile derpå jeg drog sværdet mod ni de måtte også falde svarin blev dræbt faldt for min hånd svarin den falske konge dengang han frækt antog sig helt ufortjent rang og højhed tit har mit sværd dryppet af død drevet af blod fra dræbte tit har det smagt fremmedes blod nej jeg har aldrig frygtet klangen af stål sværd imod sværd blinket fra blanke hjelme nu har en tøs grusom og rå signe kong sumbles datter svigtet mig groft valgt sig en ny hånligt fordømt det gamle løfte hun gav fattet en ny kærlighed mod al orden ingen skal tro pigebørns ord det har hun vist til fulde fornemme mænd fanger hun ind trækker dem ned skidtet stormænd især gør hun til nar værre end alle andre aldrig hun bli trofast hos én vakler og slingrer altid ustadigt flyvsk flygtigt begær fostres hendes hjerte med de ord sprang han op fra sin plads og dræbte henrik midt under festmåltidet som
1,early,12,han sad der omgivet af sine venner flåede bruden ud af klyngen af brudepiger huggede en stor del af gæsterne ned og trak pigen med sig ned til sit skib sådan forvandledes bryllup til begravelse og finnerne fik lært at man skal holde fingrene fra andres kærlighed herefter forsøgte han igen at hævne sig på kong svibdag af norge der havde voldtaget og vanæret hans søster og forgrebet sig på hans datters dyd men nu blev gram selv dræbt ved det slag var der det særlige at en sachsisk styrke kom svibdag til hjælp ikke så meget fordi de følte noget særligt for ham som fordi de var opsat på at hævne henriks død af sider saxo saxos danmarks historie gram havde to sønner guttorm og hadding den ene med gro og den anden med signe men da svibdag fik magten danmark sejlede deres plejefar brake dem til sverige og lod jætterne vagnhoved og havle opfostre dem og beskytte dem jeg skal nu korte træk omtale hvad de to udrettede men for at det ikke skal se ud som om jeg ukritisk genfortæller historier der strider mod almindelig sund fornuft eller overskrider det troværdige er det værd at gøre opmærksom på at der gamle dage fandtes tre slags troldmænd der hver udøvede sin form for magi den første type var den uhyrlige art af mænd som man gamle dage kaldte jætter og som var så kæmpestore at intet menneske kunne måle sig med dem dernæst var der dem der havde
1,early,13,særlige evner for at forudsige fremtiden og mestrede den delfiske kunst de stod meget tilbage for de første hvad størrelse og kræfter angår men lige så meget over dem åndsevner og begavelse mellem dem og jætterne var der ustandselig krig og strid om magten indtil troldmændene gik af med sejren og med magt underlagde sig jætterne hvorved de ikke alene sikrede sig retten til magten men også et rygte for at være guder begge folk havde forstand på at bedrage synet og kunne skabe både sig selv og andre om andre skikkelser så det sande udseende blev skjult under et forførende ydre den tredje type var de mennesker der opstod ved en krydsning mellem de to foregående typer men de levede ikke op til deres forældre hverken hvad størrelse eller åndelige kræfter angår alligevel lod folk sig snyde af deres kunster til at opfatte dem som guder det bør ikke komme bag på nogen at deres trolddomskunster kunne forlede barbarerne til en falsk gudsdyrkelse når selv de kloge romere lod sig lokke til at dyrke den slags dødelige mennesker som guder alt dette nævner jeg for at læserne ikke skal stille sig tvivlende an når jeg det følgende skriver om trolddom og undere og herefter vil jeg så igen tage fat hvor jeg slap efter drabet på gram var svibdag blevet hersker over både danmark og sverige og da hans af sider saxo saxos danmarks historie hustru blev ved med at plage ham om det hentede han hendes bror guttorm
1,early,14,tilbage fra landflygtigheden og satte ham til at regere over danskerne mod at betale skat til svibdag hadding derimod ville ikke tage imod venligheder fra sin fjende han ville hævne sin far hadding havde allerede fra sin tidligste ungdom udviklet sine anlæg så fremragende at han snart besad alle en voksen mands kvaliteter han undgik nydelser af enhver art og beskæftigede sig udelukkende med våbenbrug og det med glødende iver for han var sig bevidst at han som søn af en vældig kriger burde anvende hele sit liv på strålende krigeriske bedrifter vagnhoveds datter hardgrep forsøgte at smelte hans barske sind og friste ham til kærlighed ustandselig gjorde hun ham opmærksom på at hun burde være den første han tog ind sin seng som hustru eftersom hun havde passet og plejet ham mens han var spæd og foræret ham hans første rangle og hun nøjedes ikke med at plage ham med jævne ord hun kastede sig også ud et digt sig mig dog hvorfor du spilder dit liv ugift og ensom la tiden gå hen altid felten begejstret for blod tiltrækker skønheden slet ikke dig svimlende vanvid har grebet dit sind kærlighed hælder du ikke imod sølet af blod efter slagsmål og drab vrager du kærlighed vælger du krig muntrer dig aldrig med kærtegn og kys den der er barsk slår sig ikke til ro morer sig aldrig er altid kun rå hensynsløsheden behersker hans hånd kærlighed derimod ledes han ved bort med det hæslige benhårde sind find dog den
1,early,15,kærlige flammende ild bind dig til mig med din kærligheds bånd jeg var den første der bød dig mit bryst jeg gav dig die og hjalp dig som dreng påtog mig alt hvad man bør som en mor omsorgsfuld hjælpsom din støtte alt da han gjorde opmærksom på at hun var alt for stor til at gå seng med et menneske for med det udseende kunne ingen være tvivl om at hun var af jætteslægt svarede hun at jeg ser så kæmpemæssig ud det skal du slet ikke bekymre dig om jeg kan forvandle min krop præcis som jeg vil svinde ind og svulme op som jeg vil gøre mig tynd eller tyk bittelille eller af sider saxo saxos danmarks historie kæmpestor det ene øjeblik når jeg helt op til himlen det andet er jeg et ganske lille menneske og da han stadig var betænkelig og havde svært ved at tro på hendes ord tilføjede hun disse vers nej frygt ikke min ven for at komme med mig til mit leje jeg har tvefoldig magt til at ændre min krop som jeg ønsker og kan forvandle hver sene hvert bånd både frem og tilbage for jeg veksler fra form til form på forskellige måder skaber mig om som jeg vil først strækker jeg halsen mod himlen op mellem stjernerne helt til den egn hvor tordneren færdes så søger ho det fra himmelens hvælv mod jorden dernede bøjer sig netop så dybt at jeg atter har menneskehøjde sådan forvandler jeg let
1,early,16,mit legeme frem og tilbage fremstår flerfoldig form snart snører jeg lemmerne sammen knuger dem stramt og tæt snart hæver min krop sig højden folder sig ud så den når helt op til de højeste skyer snart er jeg lille og kort snart løsnes min læg og jeg vokser smidig og veg som voks der kan formes til nye figurer ingen der før har hørt om proteus bør studse ved tanken snart bli det udstrakte småt snart øges det spæde omfang ydret er aldrig bestandigt og fast min fremtoning skifter snart vil den strække hvert lem snart knuge dem tæt som en kugle når de er små kan jeg vide dem ud og de langstrakte lemmer kan jeg la krympe igen for jeg har dette dobbelte ydre ja jeg huser samme person to liv jeg kan skræmme farlige væsner som stor men elske med men sker som lille med disse indtrængende ord overtalte hun hadding til at sove med hende og så glødende forelsket blev hun den unge mand at hun uden tøven trak mandstøj og fulgte med ham da det gik op for hende at han længtes hjem til sit eget land hun nød ligefrem at dele farer og strabadser med ham undervejs på rejsen sammen med ham søgte hun engang nattely et hus hvor folkene under gråd og tårer var færd med at holde begravelse over husherren som var død hun fik så lyst til at gøre brug af sine trolddomskunster for at udforske gudernes hensigter hun ridsede
1,early,17,nogle kraftfulde vers på et stykke træ og lod hadding lægge det ind under tungen på den døde og tvang derved den døde til med en rædselsvækkende røst at fremsige følgende digt den der drog mig op fra dybet han skal dø en ussel død lide straffen for at mane ånder op fra dødens land den der kaldte mig op udslukt og livløs nede fra dødens land pludselig atter satte den henfarne mand oppe verden må til hver kummerfuld ånd dybt bag den gustne dødsflod betale sin bod selv finde døden derfor tvinges jeg nu mod mine ønsker til at berette hvad nødig vil høre af sider saxo saxos danmarks historie for når drager herfra bort fra min bolig kommer snart til en skov lille og sluttet hvor vil være et nemt bytte for trolde da skal kvinden som drog sjælen fra dybet atter en gang lod den se lyset heroppe manede manden hertil lokkede sjælen og på forunderlig vis bandt den til kroppen da skal hun over sin dåd bitterlig græde den der drog mig op fra dybet han skal dø en ussel død lide straffen for at mane ånder op fra dødens land for når en pestbefængt sort horde af trolde og pak farer rasende frem griber indvoldes dyb når en voldelig hånd fejer de levende bort flår med sin grufulde klo afriver arme og ben da vil hadding kun du stå med dit liv behold da vil skyggernes land dog ikke røve din sjæl eller din ånd
1,early,18,fuld af sorg vandre til dødsflodens vand men din kvinde må ta straffen for hvad hun har gjort sone sin synd mod mit støv da skal hun selv blive støv hun der lod staklens sjæl vende tilbage hertil den der drog mig op fra dybet han skal dø en ussel død lide straffen for at mane ånder op fra dødens land da de nu var nået frem til den nævnte skov og overnattede en hytte af flettede grene fik de øje på en kæmpemæssig hånd der famlede omkring hele hytten hadding blev rædselsslagen over det uhyggelige syn og bad sin stedmor om hjælp hardgrep gjorde sig lang og høj og svulmede op til en vældig størrelse tog et fast greb hånden og befalede sin plejesøn at skære den af og det var mere gift end blod der flød fra de gruopvækkende sår men til straf for den handling blev hun senere sønderrevet af de andre jætter og da kunne hverken hendes oprindelse eller hendes størrelse frelse hende fra fjendens rasende kløer hadding stod nu uden sin stedmor men en gammel enøjet mand fik medynk med den ensomme unge fyr og fik en sørøver ved navn liser til at indgå fostbroderskab med ham når man skulle slutte pagt med hinanden plejede man nemlig gamle dage at stænke sit blod hinandens fodspor og således bekræfte venskabet ved at blande blod da nu liser og hadding på denne måde havde knyttet sig til hinanden med tætte venskabsbånd erklærede de kurernes høvding loker krig
1,early,19,de blev slået men hadding flygtede og den nævnte gamle mand tog ham med på sin hest hjem til sin egen gård hvor han oplivede ham med en liflig drik og fortalte ham at hans krop ville komme til kræfter igen denne forudsigelse fremsatte han følgende vers når du nu drager herfra vil din modstander se dig som flygtning af sider saxo saxos danmarks historie fange dig ind for lænker og jern at gi dig til vilddyr frådende bæster hvis kæber skal flå dig stumper og stykker fyld dine vogteres ører med snak med sagn og historier når de har drukket og spist og er overmandet af søvnen da kan du gøre dig fri af de frygteligt snærende lænker så kan du godt vende hjem men kun kort tid vil forløbe før du må mønstre al kraft for at møde en rasende løve en der vil indfange folk med sin klo og ruske og flå dem spænd af al magt din arm om uhyrets grufulde bringe split så hvert bånd dens bryst med slagsværdets blottede klinge læg straks læberne til og drik den dampende blodstrøm sæt dine tænder kødet og flå dig et måltid af dyret da vil din krop få kræfter på ny en pludselig styrke fylde hvert led din krop hver sene og da vil en vældig ophobet kraft trænge ind overalt de senede lemmer selv vil jeg bane din vej til dit mål jeg vil dysse de vagter dybt søvn og bevare dem dér til natten er
1,early,20,omme og med de ord tog han ham op på hesten igen og bragte ham tilbage hvor han kom fra hadding lå gemt under hans kappe rystende og bævende og da han kastede et blik ud gennem slidserne så han til sin store forbløffelse at havet lå udbredt under hestens hove men da han havde fået forbud mod at se ud måtte han tage øjnene til sig og lamslået vende blikket bort fra den skrækindjagende rejse han blev nu taget til fange af loker og da han til sidst kunne se at spådommen var gået opfyldelse og at han havde oplevet det hele nøjagtig som forudsagt gik han til angreb på kong handvan hellespont der sad godt sikret bag de uindtagelige mure omkring byen dyna og kun forsvarede sig med fæstningsværker ikke med slagstyrker murene var så høje at det var umuligt at trænge ind byen men hadding lod nogle trænede fuglefængere indfange forskellige fugle der havde slået sig ned derinde og fik fastgjort brændende svampe under vingerne på dem da de så fløj hjem til deres reder satte de hele byen brand byens folk styrtede nu til for at slukke ilden og efterlod derved portene ganske ubevogtede så angreb hadding og han tog handvan til fange men gav ham lov til at købe sig fri mod sin egen vægt guld han kunne have dræbt sin fjende men foretrak at skænke ham livet valgte mildheden og lagde bånd på grusomheden senere da han havde nedkæmpet store styrker ovre fra landene
1,early,21,mod øst vendte han tilbage til sverige hvor han besejrede svibdag som var kommet ham møde med en vældig flåde ud for gotland således vandt han sig ikke alene bytte det fremmede men også hævn for sin far og sin bror og da han derved var trådt op på det højeste trin af berømmelsens stige ombyttede han landflygtighed med kongeværdighed så det først var som konge det lykkedes ham at gense sit fædreland af sider saxo saxos danmarks historie på den tid var der en mand ved navn odin som over hele europa fejlagtigt blev opfattet som en gud allermest opholdt han sig dog uppsala hvor han holdt ganske særligt af at bo enten det så skyldtes befolkningens ugidelighed eller egnens naturskønhed nordens konger ville for alvor hylde hans guddommelige magt og fik derfor fremstillet en afbildning af ham en statue af guld som de for at demonstrere deres ærefrygt under stor og påtaget højtidelighed sendte til byzans og hvis arme oven købet var tæt besat med tunge armringe odin selv nød al den stads de gjorde af ham og tog med kyshånd imod givernes hengivenhed hans kone frigg sendte bud efter nogle smede og fik guldet trukket af statuen for selv at kunne pynte sig med det odin lod smedene hænge anbragte statuen på en sokkel og fik den med utrolig kunstfærdighed indrettet sådan at den talte når et menneske rørte den alligevel var frigg mere optaget af pynt og stads til sig selv end af guddommelig hæder til
1,early,22,sin mand så hun indledte en affære med en af tjenestefolkene og fik med hans kyndige hjælp billedstøtten taget ned og det guld der var indviet til offentlig afgudsdyrkelse skabt om til at tjene privat pyntesyge det bekymrede hende ikke det mindste at bedrive hor for en fart at kunne tilfredsstille sin grådighed sandhed ikke en kvinde der havde fortjent at være hustru for en gud men hertil er der vel ikke andet at sige end at den hustru var hvad sådan en gud havde fortjent så let lod menneskene sig lede på vildspor gamle dage odin der nu to gange var blevet forulempet af sin kone tog ikke krænkelsen af sin statue mindre tungt end krænkelsen af sin ægteseng han var en ærekær mand og denne dobbelte ydmygelse tog så hårdt på ham at han drog landflygtighed for derved mente han at han kunne rense sig for den skamplet der var blevet sat på ham der var en mand ved navn mid odin der var berømt for sine trolddomskunster og for ham kom odins bortrejse nærmest som en gave fra himlen for nu benyttede han sig af lejligheden til også at opkaste sig som en gud og kraft af sit ry som troldmand indhyllede han endnu engang hedningenes sind vildfarelsens tåger og fik dem til at dyrke hans navn ved hellige ceremonier han fortalte dem at når guderne var vrede eller de højeste magter var blevet krænket lod de sig ikke formilde af rodede og sammenblandede ofre og derfor
1,early,23,forbød han dem at tilbede alle guderne på en gang og foreskrev stedet separate ofringer til hver enkelt da odin vendte tilbage opgav mid odin at søge hjælp sine trolddomskunster og stedet flygtede han til fyn for at gemme sig men øens indbyggere stimlede sammen og dræbte ham men selv døden kom hans ondskab for dagen for alle der nærmede sig hans grav blev ramt af en pludselig død og efter døden anrettede han så mange ulykker at man næsten kunne synes at han havde sat sig flere uhyggelige spor døden end mens han var live som om han havde sinde at hævne sig på dem der var skyld hans drab alle disse ulykker haglede ned over befolkningen lige til de gravede hans lig op igen huggede hovedet af det og rammede en spids pæl gennem brystet på det det løste deres problem senere da odin ved sin hustrus død havde genvundet sin gamle anseelse og om man så må sige renset sig for det dårlige omdømme han havde fået som gud vendte han hjem fra landflygtigheden og nu tvang han alle dem der hans fravær havde tiltaget sig guddommelig af sider saxo saxos danmarks historie værdighed til at give afkald på den igen som de lånte fjer det var og han opløste de forsamlinger af troldmænd der var dukket op som var det tågebanker der svandt bort da stråleglansen fra hans guddomsmagt brød frem og han beordrede dem ikke alene til at frasige sig deres guddommelighed men også til
